method,rank,query_track_id,query_artist,query_song,query_genre,match_track_id,match_artist,match_song,match_genre,score
covariance,3,TRSSOKM128F1464B5C,Norah Jones,The Long Way Home,jazz,TREBGAA128E078FC52,Erykah Badu,I Want You,r&b/soul,3.5149390625000128
covariance,1,TRKMCAV128E0782298,Norah Jones,Those Sweet Words,jazz,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,3.193049999999996
covariance,2,TRKMCAV128E0782298,Norah Jones,Those Sweet Words,jazz,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,2.3073312500000034
covariance,3,TRKMCAV128E0782298,Norah Jones,Those Sweet Words,jazz,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,2.133509374999998
covariance,1,TRBQFLA128F423F329,Norah Jones,Wish I Could (Live),jazz,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,3.467900000000002
covariance,2,TRBQFLA128F423F329,Norah Jones,Wish I Could (Live),jazz,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3.0151375000000122
covariance,3,TRBQFLA128F423F329,Norah Jones,Wish I Could (Live),jazz,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,2.9027749999999792
covariance,1,TRCLZPO128F427CD3A,Norah Jones,My Dear Country,jazz,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,4.7776499999999915
covariance,2,TRCLZPO128F427CD3A,Norah Jones,My Dear Country,jazz,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3.6286843750000024
covariance,3,TRCLZPO128F427CD3A,Norah Jones,My Dear Country,jazz,TRBEBJO128C719646B,Nelly,Splurge,hip hop,3.0215531249999965
covariance,1,TRWAPCT128F1494611,Dean Martin,I Love The Way You Say Goodnight,jazz,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,6.852571875000011
covariance,2,TRWAPCT128F1494611,Dean Martin,I Love The Way You Say Goodnight,jazz,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,6.840899999999998
covariance,3,TRWAPCT128F1494611,Dean Martin,I Love The Way You Say Goodnight,jazz,TREBGAA128E078FC52,Erykah Badu,I Want You,r&b/soul,6.244067187500018
covariance,1,TRNBZVW128F92EE688,Dean Martin,White Christmas,jazz,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1.5882234375000002
covariance,2,TRNBZVW128F92EE688,Dean Martin,White Christmas,jazz,TRCHZXW128E079288A,Eminem,8 Mile,hip hop,1.4294015625000065
covariance,3,TRNBZVW128F92EE688,Dean Martin,White Christmas,jazz,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,1.3978531250000048
covariance,1,TRHZOEX128F93588AB,Dean Martin,Memories Are Made Of This,jazz,TRTLIKK128E07862DA,Ja Rule,One of Us,hip hop,1.4955312499999982
covariance,2,TRHZOEX128F93588AB,Dean Martin,Memories Are Made Of This,jazz,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,1.3512999999999977
covariance,3,TRHZOEX128F93588AB,Dean Martin,Memories Are Made Of This,jazz,TRLINLH128F9346400,Black Eyed Peas,One Tribe,hip hop,1.3034874999999988
covariance,1,TREOPOB128F427CD42,Norah Jones,Little Room,jazz,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,2.5051000000000068
covariance,2,TREOPOB128F427CD42,Norah Jones,Little Room,jazz,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1.8183156250000039
covariance,3,TREOPOB128F427CD42,Norah Jones,Little Room,jazz,TRFLWJZ128F425C9E4,The Pharcyde,Otha Fish,hip hop,1.6400468750000023
covariance,1,TRELLQK128F147AD94,The Puppini Sisters,Bei Mir Bist Du Schön,jazz,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,5.774749999999995
covariance,2,TRELLQK128F147AD94,The Puppini Sisters,Bei Mir Bist Du Schön,jazz,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,4.660687500000017
covariance,3,TRELLQK128F147AD94,The Puppini Sisters,Bei Mir Bist Du Schön,jazz,TRGLNKG128F9307689,Eminem,My Darling,hip hop,3.9528437499999933
covariance,1,TRMOHUN128F424DEE6,The Puppini Sisters,Don't Sit Under The Apple Tree,jazz,TRUGLTC128F4227B93,Danity Kane,Hold Me Down (Album Version),r&b/soul,3.3941281250000075
covariance,2,TRMOHUN128F424DEE6,The Puppini Sisters,Don't Sit Under The Apple Tree,jazz,TRBEBJO128C719646B,Nelly,Splurge,hip hop,3.1379265625000023
covariance,3,TRMOHUN128F424DEE6,The Puppini Sisters,Don't Sit Under The Apple Tree,jazz,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,2.9975499999999937
covariance,1,TRSPEPD128F147AD9A,The Puppini Sisters,Falling In Love Again,jazz,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,6.7350000000000225
covariance,2,TRSPEPD128F147AD9A,The Puppini Sisters,Falling In Love Again,jazz,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,6.351562499999956
covariance,3,TRSPEPD128F147AD9A,The Puppini Sisters,Falling In Love Again,jazz,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,6.092968749999982
covariance,1,TRAQUUU128F147A689,The Puppini Sisters,Heebie Jeebies,jazz,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,4.995400000000008
covariance,2,TRAQUUU128F147A689,The Puppini Sisters,Heebie Jeebies,jazz,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,4.6790437500000115
covariance,3,TRAQUUU128F147A689,The Puppini Sisters,Heebie Jeebies,jazz,TREBGAA128E078FC52,Erykah Badu,I Want You,r&b/soul,4.034481249999984
covariance,1,TREIANS128F147AD97,The Puppini Sisters,I Will Survive,jazz,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,11.332849999999993
covariance,2,TREIANS128F147AD97,The Puppini Sisters,I Will Survive,jazz,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,9.590237500000049
covariance,3,TREIANS128F147AD97,The Puppini Sisters,I Will Survive,jazz,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,9.215474999999948
covariance,1,TRPWTNZ128F147AD9F,The Puppini Sisters,In The Mood,jazz,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,5.455049999999999
covariance,2,TRPWTNZ128F147AD9F,The Puppini Sisters,In The Mood,jazz,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,5.087595312499996
covariance,3,TRPWTNZ128F147AD9F,The Puppini Sisters,In The Mood,jazz,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,4.563159374999967
covariance,1,TRNDNKN12903CC8A4C,Dean Martin,Kiss,jazz,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,8.304749999999991
covariance,2,TRNDNKN12903CC8A4C,Dean Martin,Kiss,jazz,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,7.637640625000033
covariance,3,TRNDNKN12903CC8A4C,Dean Martin,Kiss,jazz,TREBGAA128E078FC52,Erykah Badu,I Want You,r&b/soul,5.847414062500033
covariance,1,TRJALGV12903D0447E,Dean Martin,Let Me Go Lover,jazz,TRUGLTC128F4227B93,Danity Kane,Hold Me Down (Album Version),r&b/soul,3.723559374999997
covariance,2,TRJALGV12903D0447E,Dean Martin,Let Me Go Lover,jazz,TRVLIZK128F428845E,Five,That's What You Told Me,pop,3.6783687499999953
covariance,3,TRJALGV12903D0447E,Dean Martin,Let Me Go Lover,jazz,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,3.1341999999999963
covariance,1,TRPQFJA128F145AC60,Dean Martin,On An Evening In Roma (Sott'er Celo De Roma),jazz,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,1.9336500000000028
covariance,2,TRPQFJA128F145AC60,Dean Martin,On An Evening In Roma (Sott'er Celo De Roma),jazz,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1.910239062499994
covariance,3,TRPQFJA128F145AC60,Dean Martin,On An Evening In Roma (Sott'er Celo De Roma),jazz,TRFLWJZ128F425C9E4,The Pharcyde,Otha Fish,hip hop,1.8612421875000096
covariance,1,TRHBSKB128E07924CB,Enrique Iglesias,No Puedo Mas Sin Ti (I'm Your Man),latin,TRTHNFG12903D0CE54,Violadores del Verso,Dale tiempo al rumor,hip hop,3.9584296875000105
covariance,2,TRHBSKB128E07924CB,Enrique Iglesias,No Puedo Mas Sin Ti (I'm Your Man),latin,TRLRQUX128F932ECC5,Gilberto Santa Rosa,Desde Que No Estas,latin,3.5985546875000103
covariance,3,TRHBSKB128E07924CB,Enrique Iglesias,No Puedo Mas Sin Ti (I'm Your Man),latin,TRWAGNG128F4286598,Tego Calderon,Al Natural (Amended Version),latin,3.456937499999987
covariance,1,TRBSLQC128F9333C5D,Shakira,En Tus Pupilas,latin,TRTHNFG12903D0CE54,Violadores del Verso,Dale tiempo al rumor,hip hop,2.8021749999999908
covariance,2,TRBSLQC128F9333C5D,Shakira,En Tus Pupilas,latin,TRIJHLY12903D0CE4D,Violadores del Verso,Cantando,hip hop,2.2206750000000004
covariance,3,TRBSLQC128F9333C5D,Shakira,En Tus Pupilas,latin,TRWQZXS128F92DB731,Victor Manuelle,Lloré Lloré,latin,1.916399999999997
covariance,1,TRGJXTC128F4278ECC,Shakira,Que Me Quedes Tu,latin,TRTHNFG12903D0CE54,Violadores del Verso,Dale tiempo al rumor,hip hop,3.1608015625000077
covariance,2,TRGJXTC128F4278ECC,Shakira,Que Me Quedes Tu,latin,TRIJHLY12903D0CE4D,Violadores del Verso,Cantando,hip hop,2.5477703125000017
covariance,3,TRGJXTC128F4278ECC,Shakira,Que Me Quedes Tu,latin,TRWAGNG128F4286598,Tego Calderon,Al Natural (Amended Version),latin,2.2642124999999935
covariance,1,TRQEQHH12903CA6CE5,Shakira,Sombra De Ti,latin,TRTHNFG12903D0CE54,Violadores del Verso,Dale tiempo al rumor,hip hop,3.817107812499989
covariance,2,TRQEQHH12903CA6CE5,Shakira,Sombra De Ti,latin,TRTJLTW12903CFF1E9,Los Van Van,El Negro Está Cocinando,latin,3.2753046874999865
covariance,3,TRQEQHH12903CA6CE5,Shakira,Sombra De Ti,latin,TRWQZXS128F92DB731,Victor Manuelle,Lloré Lloré,latin,3.25853437499999
covariance,1,TRXMTST12903CCD9E1,Shakira,Te Dejo Madrid,latin,TRTHNFG12903D0CE54,Violadores del Verso,Dale tiempo al rumor,hip hop,2.288476562500006
covariance,2,TRXMTST12903CCD9E1,Shakira,Te Dejo Madrid,latin,TRIJHLY12903D0CE4D,Violadores del Verso,Cantando,hip hop,1.8176953125000028
covariance,3,TRXMTST12903CCD9E1,Shakira,Te Dejo Madrid,latin,TRRHCLC128F427D727,Fonky Family,Sans Rémission,hip hop,1.5675390625000003
covariance,1,TRAQEOP12903CA65E2,Shakira,Tú,latin,TRTHNFG12903D0CE54,Violadores del Verso,Dale tiempo al rumor,hip hop,1.5190375
covariance,2,TRAQEOP12903CA65E2,Shakira,Tú,latin,TRIJHLY12903D0CE4D,Violadores del Verso,Cantando,hip hop,1.2360375000000026
covariance,3,TRAQEOP12903CA65E2,Shakira,Tú,latin,TRUKWZW128F92CADC2,Daddy Yankee,Como Y Vete,reggae,1.1198499999999993
covariance,1,TRSRORJ128E0791C74,Enrique Iglesias,La Chica De Ayer,latin,TRZZQIP128F92EFEAD,Abba,Move On,pop,1.707624999999994
covariance,2,TRSRORJ128E0791C74,Enrique Iglesias,La Chica De Ayer,latin,TRDOJIR128F42840C0,Horace Andy,Horse With No Name,reggae,1.6327500000000077
covariance,3,TRSRORJ128E0791C74,Enrique Iglesias,La Chica De Ayer,latin,TRTHNFG12903D0CE54,Violadores del Verso,Dale tiempo al rumor,hip hop,1.4641250000000028
covariance,1,TRYDDZE128F92F3B79,Enrique Iglesias,Adicto,latin,TRTHNFG12903D0CE54,Violadores del Verso,Dale tiempo al rumor,hip hop,2.3765578125000046
covariance,2,TRYDDZE128F92F3B79,Enrique Iglesias,Adicto,latin,TRIJHLY12903D0CE4D,Violadores del Verso,Cantando,hip hop,2.0474015624999953
covariance,3,TRYDDZE128F92F3B79,Enrique Iglesias,Adicto,latin,TRWQZXS128F92DB731,Victor Manuelle,Lloré Lloré,latin,1.7038843750000052
covariance,1,TREGBAS128F145EC8B,Enrique Iglesias,Al Despertar,latin,TRWQZXS128F92DB731,Victor Manuelle,Lloré Lloré,latin,1.9942843749999963
covariance,2,TREGBAS128F145EC8B,Enrique Iglesias,Al Despertar,latin,TRTHNFG12903D0CE54,Violadores del Verso,Dale tiempo al rumor,hip hop,1.9379828124999992
covariance,3,TREGBAS128F145EC8B,Enrique Iglesias,Al Despertar,latin,TRIJHLY12903D0CE4D,Violadores del Verso,Cantando,hip hop,1.858576562500002
covariance,1,TRXQFEE128F145EC9A,Enrique Iglesias,Alguien Como Tú,latin,TRTHNFG12903D0CE54,Violadores del Verso,Dale tiempo al rumor,hip hop,1.9483531250000035
covariance,2,TRXQFEE128F145EC9A,Enrique Iglesias,Alguien Como Tú,latin,TRIJHLY12903D0CE4D,Violadores del Verso,Cantando,hip hop,1.7060406249999962
covariance,3,TRXQFEE128F145EC9A,Enrique Iglesias,Alguien Como Tú,latin,TRWQZXS128F92DB731,Victor Manuelle,Lloré Lloré,latin,1.6355437499999965
covariance,1,TRZGBAF128F145ECA8,Enrique Iglesias,Inalcanzable,latin,TRTHNFG12903D0CE54,Violadores del Verso,Dale tiempo al rumor,hip hop,1.1257968750000031
covariance,2,TRZGBAF128F145ECA8,Enrique Iglesias,Inalcanzable,latin,TRIJHLY12903D0CE4D,Violadores del Verso,Cantando,hip hop,0.8861093750000048
covariance,3,TRZGBAF128F145ECA8,Enrique Iglesias,Inalcanzable,latin,TRDALZN128F92DC514,Alain Clark,Heerlijk,r&b/soul,0.8472187499999952
covariance,1,TRUQGGJ128F427E02B,Enrique Iglesias,Lloro Por Ti,latin,TRTHNFG12903D0CE54,Violadores del Verso,Dale tiempo al rumor,hip hop,3.443321875000013
covariance,2,TRUQGGJ128F427E02B,Enrique Iglesias,Lloro Por Ti,latin,TRIJHLY12903D0CE4D,Violadores del Verso,Cantando,hip hop,2.7541343749999947
covariance,3,TRUQGGJ128F427E02B,Enrique Iglesias,Lloro Por Ti,latin,TRWQZXS128F92DB731,Victor Manuelle,Lloré Lloré,latin,2.194356250000007
covariance,1,TRDEKRZ128E0791C7A,Enrique Iglesias,Mamacita,latin,TRTHNFG12903D0CE54,Violadores del Verso,Dale tiempo al rumor,hip hop,2.024814062500005
covariance,2,TRDEKRZ128E0791C7A,Enrique Iglesias,Mamacita,latin,TRIJHLY12903D0CE4D,Violadores del Verso,Cantando,hip hop,1.9470328124999912
covariance,3,TRDEKRZ128E0791C7A,Enrique Iglesias,Mamacita,latin,TRTJLTW12903CFF1E9,Los Van Van,El Negro Está Cocinando,latin,1.7603984375000008
covariance,1,TRFFSMS128F428BC88,Enrique Iglesias,Miss You,latin,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,15.947500000000032
covariance,2,TRFFSMS128F428BC88,Enrique Iglesias,Miss You,latin,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,14.29601562500002
covariance,3,TRFFSMS128F428BC88,Enrique Iglesias,Miss You,latin,TREBGAA128E078FC52,Erykah Badu,I Want You,r&b/soul,13.207226562500033
covariance,1,TRUPWID128F4215874,Enrique Iglesias,Para De Jugar,latin,TRTHNFG12903D0CE54,Violadores del Verso,Dale tiempo al rumor,hip hop,2.462267187500009
covariance,2,TRUPWID128F4215874,Enrique Iglesias,Para De Jugar,latin,TRIJHLY12903D0CE4D,Violadores del Verso,Cantando,hip hop,2.245423437500005
covariance,3,TRUPWID128F4215874,Enrique Iglesias,Para De Jugar,latin,TRGQZPV12903CC3EB3,Wisin & Yandel,Por Mi Reggae Muero,reggae,2.0780828124999964
covariance,1,TRIIBVP128E0792750,Enrique Iglesias,She Be The One,latin,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,7.560000000000022
covariance,2,TRIIBVP128E0792750,Enrique Iglesias,She Be The One,latin,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,7.1590625000000045
covariance,3,TRIIBVP128E0792750,Enrique Iglesias,She Be The One,latin,TRQAWKR128F425EEC3,Michael Jackson,Man In The Mirror,pop,4.8671875000000036
covariance,1,TRQMXBD128F145ECA2,Enrique Iglesias,Trapecista,latin,TRTHNFG12903D0CE54,Violadores del Verso,Dale tiempo al rumor,hip hop,2.337684375000002
covariance,2,TRQMXBD128F145ECA2,Enrique Iglesias,Trapecista,latin,TRIJHLY12903D0CE4D,Violadores del Verso,Cantando,hip hop,1.9919968750000001
covariance,3,TRQMXBD128F145ECA2,Enrique Iglesias,Trapecista,latin,TRUKWZW128F92CADC2,Daddy Yankee,Como Y Vete,reggae,1.8165750000000025
covariance,1,TREGRRQ128F145EC8D,Enrique Iglesias,Tu Vacio,latin,TRTHNFG12903D0CE54,Violadores del Verso,Dale tiempo al rumor,hip hop,3.2643249999999955
covariance,2,TREGRRQ128F145EC8D,Enrique Iglesias,Tu Vacio,latin,TRIJHLY12903D0CE4D,Violadores del Verso,Cantando,hip hop,2.768325000000003
covariance,3,TREGRRQ128F145EC8D,Enrique Iglesias,Tu Vacio,latin,TRWQZXS128F92DB731,Victor Manuelle,Lloré Lloré,latin,2.39185
covariance,1,TRLILBA128F42158A3,Enrique Iglesias,Volveré,latin,TRTHNFG12903D0CE54,Violadores del Verso,Dale tiempo al rumor,hip hop,2.105045312500005
covariance,2,TRLILBA128F42158A3,Enrique Iglesias,Volveré,latin,TRWQZXS128F92DB731,Victor Manuelle,Lloré Lloré,latin,1.8614093749999947
covariance,3,TRLILBA128F42158A3,Enrique Iglesias,Volveré,latin,TRWAGNG128F4286598,Tego Calderon,Al Natural (Amended Version),latin,1.8327625000000012
covariance,1,TRBFJPO128F4295BE3,Shakira,Estoy Aquí,latin,TRTHNFG12903D0CE54,Violadores del Verso,Dale tiempo al rumor,hip hop,0.8056734374999991
covariance,2,TRBFJPO128F4295BE3,Shakira,Estoy Aquí,latin,TRRKWPY12903CAAC5D,Johnny Prez,Te Vuelvo Loca,reggae,0.6862906250000003
covariance,3,TRBFJPO128F4295BE3,Shakira,Estoy Aquí,latin,TRWAGNG128F4286598,Tego Calderon,Al Natural (Amended Version),latin,0.6427375000000033
covariance,1,TRCLERB12903CBBC8D,Santana,Life Is Anew,latin,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,2.2345000000000006
covariance,2,TRCLERB12903CBBC8D,Santana,Life Is Anew,latin,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,1.620984374999999
covariance,3,TRCLERB12903CBBC8D,Santana,Life Is Anew,latin,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1.3902578125000016
covariance,1,TRNXCMJ128F4295BC6,Shakira,Donde Estas Corazon,latin,TRTHNFG12903D0CE54,Violadores del Verso,Dale tiempo al rumor,hip hop,3.05300312499999
covariance,2,TRNXCMJ128F4295BC6,Shakira,Donde Estas Corazon,latin,TRDVUEH12903D0FAA9,Violadores del Verso,La ciudad nunca duerme,hip hop,2.3839562499999993
covariance,3,TRNXCMJ128F4295BC6,Shakira,Donde Estas Corazon,latin,TRRCXJT128F425BB27,Rey Ruiz,No Existe Un Lugar,latin,2.2782125000000066
covariance,1,TRNXJGR128F93044E7,Shakira,Octavo Día,latin,TRTHNFG12903D0CE54,Violadores del Verso,Dale tiempo al rumor,hip hop,1.583368750000004
covariance,2,TRNXJGR128F93044E7,Shakira,Octavo Día,latin,TRIJHLY12903D0CE4D,Violadores del Verso,Cantando,hip hop,1.494493750000006
covariance,3,TRNXJGR128F93044E7,Shakira,Octavo Día,latin,TRWQZXS128F92DB731,Victor Manuelle,Lloré Lloré,latin,1.2167624999999953
covariance,1,TRJHDIB128F92E5849,Shakira,Te Necesito,latin,TRTHNFG12903D0CE54,Violadores del Verso,Dale tiempo al rumor,hip hop,2.0896390624999976
covariance,2,TRJHDIB128F92E5849,Shakira,Te Necesito,latin,TRIJHLY12903D0CE4D,Violadores del Verso,Cantando,hip hop,1.7021078125000058
covariance,3,TRJHDIB128F92E5849,Shakira,Te Necesito,latin,TRRKWPY12903CAAC5D,Johnny Prez,Te Vuelvo Loca,reggae,1.6805843749999925
covariance,1,TRYQVKS128F4259A11,Santana,Evil Ways,latin,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,4.563249999999985
covariance,2,TRYQVKS128F4259A11,Santana,Evil Ways,latin,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3.171000000000012
covariance,3,TRYQVKS128F4259A11,Santana,Evil Ways,latin,TRQAWKR128F425EEC3,Michael Jackson,Man In The Mirror,pop,3.1445000000000114
covariance,1,TRSOTQI128E0789132,Pink Martini,Anna (el negro zumbon),latin,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,3.234749999999995
covariance,2,TRSOTQI128E0789132,Pink Martini,Anna (el negro zumbon),latin,TRUGLTC128F4227B93,Danity Kane,Hold Me Down (Album Version),r&b/soul,2.6740468749999993
covariance,3,TRSOTQI128E0789132,Pink Martini,Anna (el negro zumbon),latin,TRVLIZK128F428845E,Five,That's What You Told Me,pop,2.1918437499999963
covariance,1,TRZHOUV128F9316269,Chavela Vargas,Piensa en mi,latin,TRZZQIP128F92EFEAD,Abba,Move On,pop,0.7492406249999951
covariance,2,TRZHOUV128F9316269,Chavela Vargas,Piensa en mi,latin,TRTHNFG12903D0CE54,Violadores del Verso,Dale tiempo al rumor,hip hop,0.7247218750000015
covariance,3,TRZHOUV128F9316269,Chavela Vargas,Piensa en mi,latin,TRDOJIR128F42840C0,Horace Andy,Horse With No Name,reggae,0.7202000000000084
covariance,1,TRPXMGA128F42A98BA,Santana,Esperando,latin,TRIMKIC128F4271EA8,Nina Simone,My Baby Just Cares For Me,jazz,1.3148499999999954
covariance,2,TRPXMGA128F42A98BA,Santana,Esperando,latin,TRRSNPA128F148C45E,The Roots,Mellow My Man,hip hop,1.276274999999996
covariance,3,TRPXMGA128F42A98BA,Santana,Esperando,latin,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1.1870749999999992
covariance,1,TRBYMWR128F425DD8E,Beyoncé,Beautiful Liar (Bello Embustero),latin,TRFFSMS128F428BC88,Enrique Iglesias,Miss You,latin,2.3051562499999996
covariance,2,TRBYMWR128F425DD8E,Beyoncé,Beautiful Liar (Bello Embustero),latin,TRLUGVB128F428E704,Tracey Ullman,Breakaway,pop,2.1181687499999975
covariance,3,TRBYMWR128F425DD8E,Beyoncé,Beautiful Liar (Bello Embustero),latin,TRTHNFG12903D0CE54,Violadores del Verso,Dale tiempo al rumor,hip hop,2.1065062499999994
covariance,1,TRPAZDJ128F42881A1,Juanes,Rosario Tijeras,latin,TRZZQIP128F92EFEAD,Abba,Move On,pop,3.413501562500002
covariance,2,TRPAZDJ128F42881A1,Juanes,Rosario Tijeras,latin,TRDOJIR128F42840C0,Horace Andy,Horse With No Name,reggae,3.1569249999999767
covariance,3,TRPAZDJ128F42881A1,Juanes,Rosario Tijeras,latin,TRTHNFG12903D0CE54,Violadores del Verso,Dale tiempo al rumor,hip hop,2.9978796875000007
covariance,1,TRHZGZO128F9341C4A,Ricardo Arjona,Animal Nocturno,latin,TRTHNFG12903D0CE54,Violadores del Verso,Dale tiempo al rumor,hip hop,2.9240578125000036
covariance,2,TRHZGZO128F9341C4A,Ricardo Arjona,Animal Nocturno,latin,TRIJHLY12903D0CE4D,Violadores del Verso,Cantando,hip hop,2.6324015624999997
covariance,3,TRHZGZO128F9341C4A,Ricardo Arjona,Animal Nocturno,latin,TRTJLTW12903CFF1E9,Los Van Van,El Negro Está Cocinando,latin,2.007554687500007
covariance,1,TRDFNLR12903CB0FE4,Camila,Alejate De Mi,latin,TRTHNFG12903D0CE54,Violadores del Verso,Dale tiempo al rumor,hip hop,3.3536921875000076
covariance,2,TRDFNLR12903CB0FE4,Camila,Alejate De Mi,latin,TRWQZXS128F92DB731,Victor Manuelle,Lloré Lloré,latin,3.050615625000004
covariance,3,TRDFNLR12903CB0FE4,Camila,Alejate De Mi,latin,TRTJLTW12903CFF1E9,Los Van Van,El Negro Está Cocinando,latin,2.964945312499999
covariance,1,TROBWIG12903CB0FD7,Camila,Entre Tus Alas,latin,TRTHNFG12903D0CE54,Violadores del Verso,Dale tiempo al rumor,hip hop,2.299479687499999
covariance,2,TROBWIG12903CB0FD7,Camila,Entre Tus Alas,latin,TRIJHLY12903D0CE4D,Violadores del Verso,Cantando,hip hop,1.8443859374999951
covariance,3,TROBWIG12903CB0FD7,Camila,Entre Tus Alas,latin,TRWQZXS128F92DB731,Victor Manuelle,Lloré Lloré,latin,1.5855406250000028
covariance,1,TRDWUTF12903CA9249,Camila,Me Basto,latin,TRTHNFG12903D0CE54,Violadores del Verso,Dale tiempo al rumor,hip hop,1.6181062499999987
covariance,2,TRDWUTF12903CA9249,Camila,Me Basto,latin,TRIJHLY12903D0CE4D,Violadores del Verso,Cantando,hip hop,1.500231249999999
covariance,3,TRDWUTF12903CA9249,Camila,Me Basto,latin,TRUKWZW128F92CADC2,Daddy Yankee,Como Y Vete,reggae,1.5002000000000033
covariance,1,TRCRNBS128F9347F55,Camila,Va Para Ti,latin,TRFFSMS128F428BC88,Enrique Iglesias,Miss You,latin,4.717499999999995
covariance,2,TRCRNBS128F9347F55,Camila,Va Para Ti,latin,TRLUGVB128F428E704,Tracey Ullman,Breakaway,pop,4.255799999999992
covariance,3,TRCRNBS128F9347F55,Camila,Va Para Ti,latin,TRTJLTW12903CFF1E9,Los Van Van,El Negro Está Cocinando,latin,3.5895000000000095
covariance,1,TRDYKYQ12903CAD2B8,Reik,Fui,latin,TRTHNFG12903D0CE54,Violadores del Verso,Dale tiempo al rumor,hip hop,1.3435437500000007
covariance,2,TRDYKYQ12903CAD2B8,Reik,Fui,latin,TRIJHLY12903D0CE4D,Violadores del Verso,Cantando,hip hop,1.1506687499999981
covariance,3,TRDYKYQ12903CAD2B8,Reik,Fui,latin,TRDVUEH12903D0FAA9,Violadores del Verso,La ciudad nunca duerme,hip hop,0.9731375000000019
covariance,1,TRAYQRI12903CAD2A1,Reik,Ilusionado,latin,TRTHNFG12903D0CE54,Violadores del Verso,Dale tiempo al rumor,hip hop,1.4939859375000055
covariance,2,TRAYQRI12903CAD2A1,Reik,Ilusionado,latin,TRTJLTW12903CFF1E9,Los Van Van,El Negro Está Cocinando,latin,1.4386015625000053
